-1.6657,1.6622
-1.473,1.5804
-1.4016,1.681
-1.7647,1.7629
-1.5977,1.5545
-1.5503,1.5751
-1.5419,1.6312
-1.7027,1.7709
-1.5695,1.4743
-1.5164,1.6045
-1.6089,1.9158
-1.536,1.6929
-1.6707,1.802
-1.501,1.5786
-1.5338,1.6405
-1.7612,2.0549
-1.5062,1.4613
-1.5844,1.6545
-1.5531,1.5143
-1.6068,1.7839
-1.5734,1.7404
-1.8004,2.0138
-1.4412,1.5482
-1.5517,1.2703
-1.5262,1.601
-1.3712,1.6062
-1.7007,1.8289
-1.4527,1.5181
-1.9052,1.7908
-1.7663,1.8824
-1.559,1.779
-1.4856,1.7834
-1.6013,1.7049
-1.7282,1.8315
-1.5478,1.6927
-1.7059,1.6956
-1.5229,1.7054
-1.6864,1.7688
-1.6241,1.9187
-1.5624,1.7449
-1.4852,1.7175
-1.5812,1.6239
-1.6351,1.7669
-1.6147,1.7874
-1.5127,1.5984
-1.5888,1.6966
-1.5731,1.8771
-1.6675,1.7386
-1.6196,1.7418
-1.5412,1.6212
-1.6496,1.8173
-1.2902,1.5711
-1.2872,1.5094
-1.3552,1.5357
-1.3404,1.5525
-1.2416,1.5102
-1.3496,1.5749
-1.3253,1.5985
-1.2731,1.548
-1.2516,1.5039
-1.4321,1.712
-1.4108,1.7232
-1.2837,1.4726
-1.3723,1.6618
-2.175,2.915
-1.2949,1.8087
-1.2986,1.5483
-1.2755,1.4065
-1.3175,1.5861
-1.345,1.6495
-1.3983,1.7085
-1.3665,1.5981
-1.3069,1.5771
-1.3423,1.5261
-1.4992,1.5347
-1.3156,1.6064
-1.5503,1.5936
-1.3954,1.7554
-1.4848,1.6833
-1.4649,1.5987
-1.4777,1.5513
-1.5675,1.8341
-1.4185,1.4814
-1.5741,1.8187
-1.5026,1.6032
-1.6266,1.6057
-1.3948,1.6101
-1.5248,1.522
-1.554,1.7095
-1.471,1.6219
-1.5981,1.7304
-1.6317,1.8496
-1.4626,1.655
-1.6139,1.7543
-1.483,1.5705
-1.5642,1.8001
-1.6657,1.8083
-1.4619,1.6406
-1.5226,1.632
-1.5444,1.6463
-1.4807,1.5601
-1.4453,1.5704
-1.4675,1.5956
-1.4849,1.5538
-1.564,1.5651
-1.4031,1.502
-1.6986,1.8363
-1.6797,1.644
-1.7863,1.9335
-1.9914,1.936
-1.9776,2.0563
-1.8236,1.9093
-1.8697,1.9016
-1.7034,1.7827
-1.775,1.8748
-1.8116,1.7996
-2.0002,2.1817
-1.7791,1.9388
-1.776,1.9211
-1.8083,1.7282
-1.639,1.7569
-1.7112,1.8014
-1.8848,2.2546
-1.845,2.1084
-1.8375,2.0812
-1.5288,1.5897
-1.7686,2.1299
-1.7698,1.7989
-1.7173,1.7599
-1.8379,2.0044
-1.8175,2.121
-1.6931,2.0026
-1.7831,1.7666
-1.7459,2.0139
-1.806,2.1053
-1.7879,1.8591
-1.7798,2.017
-1.8135,2.0056
-1.8071,1.866
-1.621,1.7058
-1.6397,1.8063
-1.9071,2.2934
-1.6479,1.837
-1.7421,1.7909
-1.7083,1.7878
-1.7521,1.9577
-1.57,1.711
-1.4693,1.6267
-1.6643,1.8081
-1.6825,1.807
-1.6997,1.793
-1.8344,2.0174
-1.6983,1.9116
-1.8043,1.9136
-1.7464,1.9329
-1.8532,1.9224
-1.6802,1.5155
-1.7301,1.5714
-1.7417,2.005
-1.6562,1.7021
-1.6555,1.6206
-1.9325,1.9586
-1.6937,1.7433
-1.4963,1.9697
-1.7652,1.905
-1.7886,1.7244
-1.7412,1.8887
-1.7623,1.6934
-1.6847,1.6641
-1.7032,1.7623
-1.988,2.0261
-1.6171,1.657
-1.5576,1.5974
-1.6487,1.6647
-2.1651,2.5225
-1.9193,2.3822
-1.756,1.9657
-1.8129,1.8044
-1.7202,1.825
-1.9101,2.03
-1.6881,1.7323
-1.7122,1.7568
-1.6648,1.6705
-1.7268,1.6285
-1.6709,1.7853
-1.7662,1.8252
-1.7703,1.5512
-1.6936,1.866
-1.7235,1.8205
-1.9535,2.0116
-1.8244,2.0275
-1.8106,1.8634
-1.9166,1.6746
-1.4659,1.8385
-1.5633,1.5644
-1.6441,1.8748
-1.7404,1.7518
-1.6492,1.6566
-1.5249,1.2612
-1.4553,1.4364
-1.3114,1.4536
-1.3359,1.4172
-1.3392,1.5308
-1.266,1.4344
-1.27,1.3799
-1.3482,1.4843
-1.3666,1.4031
-1.3612,1.4373
-1.4632,1.5759
-1.5165,1.7797
-1.3337,1.463
-1.4618,1.5239
-1.2909,1.4347
-1.349,1.3961
-1.434,1.5265
-1.2872,1.4948
-1.2681,1.4139
-1.3257,1.4635
-1.3716,1.4952
-1.1817,1.4357
-1.4072,1.5639
-1.3937,1.4954
-1.3518,1.446
-1.3204,1.3711
-1.4039,1.4477
-1.3918,1.478
-1.3405,1.4613
-1.3682,1.3993
-1.2945,1.4036
-1.2759,1.4641
-1.5119,1.4312
-1.3681,1.5083
-1.4298,1.4959
-1.5088,1.7697
-1.3914,1.4244
-1.3898,1.4221
-1.4871,1.6489
-1.3951,1.4003
-1.3284,1.4961
-1.4624,1.546
-1.5537,1.8845
-1.4051,1.6626
-1.4316,1.7662
-1.4493,1.6233
-1.4322,1.5842
-1.3553,1.3185
-1.3782,1.5309
-1.3722,1.6922
-1.516,1.802
-1.4026,1.5074
-1.3538,1.6763
-1.409,1.596
-1.4937,1.5624
-1.3703,1.509
-1.2716,1.234
-1.5247,1.7302
-1.4184,1.5546
-1.4199,1.5945
-1.3633,1.7973
-1.4037,1.8316
-1.2783,1.4898
-1.4173,1.7072
-1.3563,1.6785
-1.4472,1.6382
-1.3885,1.8467
-1.2612,1.4446
-1.3774,1.7136
-1.4048,1.7597
-1.5425,1.8275
-1.3251,1.6703
-1.3732,1.7239
-1.4153,1.9196
-1.2558,1.4227
-1.2554,1.7103
-1.4236,1.674
-1.4809,1.7579
-1.3461,1.5871
-1.5089,1.8167
-1.4709,1.6926
-1.1984,1.5135
-1.3239,1.596
-1.5085,1.5824
-1.3876,1.7831
-1.3014,1.8648
-1.3722,1.5618
-1.4439,1.6435
-1.3579,1.57
-1.3542,1.6498
-1.2026,1.3916
-1.2974,1.5496
-1.2626,1.4818
-1.3246,1.7451
-1.5232,1.8585
-1.3949,1.7336
-1.4767,1.8863
-1.7078,2.2071
-1.4669,1.769
-1.4558,1.925
-1.4531,1.6234
-1.6113,2.0605
-1.5588,2.0802
-1.5434,1.6186
-1.5352,1.7057
-1.4722,1.6696
-1.4361,1.8143
-1.4965,1.8382
-1.4158,1.9026
-1.5378,2.0195
-1.3995,1.5934
-1.4583,1.5854
-1.5596,2.0148
-1.4375,1.7242
-1.4833,1.759
-1.5458,1.9456
-2.1397,1.743
-1.5013,1.9358
-1.4772,1.6406
-1.4138,1.7454
-1.4949,1.5809
-1.4828,1.7587
-1.4612,1.8432
-1.443,1.7984
-1.5247,1.6357
-1.5009,1.5879
-1.5286,1.8084
-1.2652,1.6646
-1.5057,1.7486
-1.4318,1.626
-1.4668,1.788
-1.4147,1.7341
-1.5742,1.6412
-1.4682,1.7762
-1.4337,1.5562
-1.4639,1.7069
-1.3565,1.7903
-1.4373,1.8145
-1.5435,1.6373
-1.4665,1.6684
-1.559,1.8271
-1.4957,1.9598
-1.5614,1.7651
-1.4657,1.5234
-1.4007,1.6641
-1.5183,1.694
-1.4995,1.7969
-1.4167,1.646
-1.5287,1.738
-1.4323,1.554
-1.4116,1.7003
-1.5217,1.6043
-1.4509,1.8528
-1.4484,1.6375
-1.4731,1.7106
