0,0
0,0
-1.3791,1.3221
-1.2824,1.2571
-1.3423,1.3411
-1.3331,1.5409
-1.2776,1.2685
-1.3745,1.1527
-1.322,1.2971
-1.2453,1.2982
-1.4477,1.4174
-1.3643,1.4009
-1.4356,1.353
-1.419,1.5241
-1.3919,1.3873
-1.4296,1.5049
-1.4526,1.529
-1.3902,1.3283
-1.4448,1.3422
-1.4662,1.496
-1.2131,1.138
-1.2859,1.415
-1.2198,1.2138
-1.2889,1.1966
-1.2238,1.1053
-1.4147,1.0766
-1.6432,1.2861
-1.4206,1.7626
-1.4015,1.6425
-1.509,1.7292
-1.3127,1.5261
-1.329,1.6053
-1.4689,1.7333
-1.3927,1.4958
-1.4942,1.6327
-1.5726,1.5367
-1.5676,1.6722
-1.3303,1.7134
-1.5201,1.8107
-1.2748,1.6993
-1.3888,1.6788
-1.4024,1.5856
-1.3565,1.5918
-1.3962,1.5783
-1.5034,1.8415
-1.3353,1.796
-1.2344,1.6276
-1.2226,1.3908
-1.3665,1.7698
-1.3195,1.5139
-1.2289,1.5643
-1.4796,1.7853
-1.2845,1.5208
-1.2,1.6279
-1.3451,1.6628
-1.3572,1.6624
-1.3191,1.6025
-1.4717,1.6983
-1.4451,1.748
-1.3795,1.4738
-1.3519,1.8911
-1.2549,1.5497
-1.3017,1.5993
-1.4034,1.6095
-1.2333,1.6176
-1.2606,1.5559
-1.2396,1.6035
-1.1107,1.4838
-1.2078,1.512
-1.3492,1.4456
-1.5149,1.8164
-1.2383,1.6222
-1.1406,1.659
-1.3774,1.7922
-1.4002,1.7109
-1.5521,1.9336
-1.4794,2.0189
-1.7684,1.9473
-1.4617,1.9838
-1.5284,2.0525
-1.6623,2.0393
-1.463,1.818
-1.5652,1.9327
-1.435,1.9764
-1.41,1.8479
-1.5881,1.7987
-1.3525,2.0017
-1.6059,2.039
-1.3897,1.966
-1.4146,2.0576
-1.5337,1.8747
-1.2965,1.8535
-1.6677,1.7324
-1.5459,1.8229
-1.5101,1.8539
-1.7428,1.8471
-1.5471,1.8312
-1.6221,1.9277
-1.4825,1.9882
-1.376,1.9671
-1.5124,1.9079
-1.4046,1.8657
-1.5437,2.0071
-1.551,1.925
-1.4635,1.9347
-1.4582,1.9069
-1.5507,1.8557
-1.4738,1.8578
-1.5368,1.8238
-1.561,1.6053
-1.5459,1.6892
-1.6632,1.7423
-1.6225,1.5259
-1.4913,1.6351
-1.6681,1.761
-1.4992,1.6509
-1.4736,1.5566
-1.5462,1.6725
-1.6832,1.6532
-1.5055,1.6616
-1.6695,1.7968
-1.3854,1.6462
-1.6615,1.7674
-1.64,1.7319
-1.5423,1.6955
-1.592,1.6939
-1.5843,1.5984
