0,0
0,0
-1.6996,1.9683
-1.9665,1.9512
-1.4443,1.9617
-1.1263,1.1508
-1.5521,1.5382
-1.421,1.6837
-1.6822,1.6545
-1.0237,1.3614
-1.2772,1.5371
-1.3504,1.4889
-1.5686,1.9599
-1.4367,2.0163
-1.8521,1.5405
-1.1819,1.3387
-1.5008,1.4927
-1.5485,1.7576
-1.934,2.1502
-1.9807,1.8296
-1.9881,1.7576
-1.4368,1.9581
-1.2426,2.0613
-0.97442,1.4814
-1.2423,1.5076
-1.4399,1.8623
-1.0921,1.4739
-1.2406,1.306
-0.91031,1.4488
-1.8809,2.8438
-1.6562,1.5298
-1.124,1.1746
-1.574,1.6713
-1.2145,1.7022
-1.314,1.2914
-1.7936,1.894
-1.9293,2.1748
-1.9152,1.4891
-1.207,1.8115
-1.0155,1.213
-1.4193,1.7258
-1.6845,1.8445
-2.0883,2.6806
-1.3774,1.8409
-1.3053,1.8257
-1.5363,2.4672
-1.0731,1.3874
-1.1675,1.3603
-1.4457,1.5628
-1.1353,1.5128
-1.279,1.4108
-1.53,1.6164
-1.6159,1.8171
-1.2156,1.6191
-0.90254,1.4601
-1.0115,1.1096
-1.251,1.356
-1.6913,1.8027
-1.6355,2.7536
-1.1528,2.4683
-1.0292,1.3797
-1.3543,1.2475
-1.5535,2.1543
-1.721,1.8303
-0.9193,1.2893
-1.1822,1.4871
-1.7353,1.5666
-1.6102,1.8918
-1.3792,1.4004
-1.3708,1.728
-1.6069,1.2213
-1.8435,2.5903
-1.6682,1.9257
-1.1754,1.126
-1.0067,1.0912
-1.5832,2.0441
-1.1012,1.1356
-1.4998,1.3623
-1.4992,1.7352
-1.3675,1.2886
-1.8582,2.3177
-1.8457,2.2545
-1.5942,2.3235
-1.3567,2.0224
-1.7078,2.1213
-1.1318,1.1641
-1.3196,1.379
-1.4182,2.0326
-1.7667,2.3103
-1.4565,1.3048
-1.5357,1.6149
-1.8212,2.2076
-1.9416,2.0657
-2.0037,2.6145
-1.3303,1.1891
-1.702,2.283
-1.5699,2.3037
-2.6435,2.3906
-2.1591,2.3617
-1.281,1.5992
-1.806,2.5447
-1.2444,1.307
-1.682,1.4106
-1.7987,2.3593
-1.1759,1.4738
-1.0847,2.0175
-1.7906,1.8419
-1.3695,1.5992
-1.7855,2.0327
-1.2273,2.4218
-1.7773,1.7637
-1.511,1.682
-1.5792,1.9137
-1.4291,1.7181
-1.2221,1.7404
-1.3487,1.9822
-1.9874,1.9797
-2.6266,1.7651
-2.0404,2.3365
-1.57,1.8795
-1.7232,2.0556
-1.6455,2.2681
-1.3823,2.2117
-2.1321,6.3863
-1.18,1.3504
-1.7842,1.9915
-1.5214,2.2469
-1.172,1.6788
-1.4137,1.777
-1.3625,1.5876
-1.4062,1.3662
-1.211,1.5802
-1.491,1.6563
-1.1856,1.3281
-1.4404,1.6938
-1.9311,1.5394
-1.7888,1.7438
-1.3811,1.2399
-1.4026,1.6429
-1.3935,1.7852
-1.834,1.7467
-1.2919,1.6323
-1.0365,1.1206
-1.2627,1.3365
-1.4177,1.7372
-1.4219,1.6238
-1.3201,1.603
-1.2692,1.5569
-1.3548,1.3505
-1.3268,1.2499
-1.4701,1.3924
-1.4236,1.2943
-1.6711,2.9259
-1.3836,1.2231
-1.3582,1.2203
-1.1126,1.5815
-1.2092,1.489
-1.5096,1.2084
-1.3484,1.4406
-1.564,1.7923
-1.0584,1.1907
-1.5565,1.5589
-1.5397,2.0848
-1.5304,2.2472
-1.5642,1.9151
-0.94767,1.6122
-1.4074,1.446
-2.0821,2.3507
-1.1816,1.0776
-1.6067,2.1635
-1.3586,1.4412
-1.0169,1.8033
-2.6394,1.9224
-1.7914,2.2294
-1.7914,2.2294
-1.4864,1.4915
-1.5621,2.2104
-1.2595,1.5521
-1.403,1.8194
-0.94232,1.1421
-2.03,2.737
-1.4342,1.8117
-1.1922,1.0268
-1.8808,1.2216
-1.7566,1.8475
-1.2746,2.0856
-1.0649,1.2981
-1.357,1.5436
-1.7776,1.9132
-1.6231,2.2663
-1.6261,1.9418
-1.2216,1.6757
-1.8165,1.7676
-1.4801,5.1032
-1.5667,1.4719
-1.8659,2.7525
-1.9585,2.695
-1.1198,1.3436
-1.305,1.6523
-1.1865,1.3853
-1.4599,1.9364
-1.0937,1.2479
-1.2659,1.7717
-1.5978,2.1752
-1.2905,1.7294
-1.1958,1.3977
-1.644,2.0371
-1.4393,1.623
-1.6425,1.4525
-1.5775,2.0421
-1.0143,1.3968
-1.8193,2.4199
-1.5086,1.728
-0.83512,1.3853
-1.7962,2.3915
-1.3705,1.3675
-1.7594,2.4842
-1.4862,2.105
-1.624,1.9013
-0.96335,1.2248
-2.0556,2.2484
-1.5677,2.2339
-1.8363,2.0772
-1.6657,1.8359
-2.0098,1.9632
-1.1464,1.5506
-1.0166,1.2941
-1.4343,2.2958
-1.2345,1.2761
-1.1307,1.5578
-2.1755,2.5098
-1.1165,1.3871
-2.1768,2.9582
-1.0525,3.0708
-2.0774,2.3997
-1.8732,2.1588
-1.8427,2.0538
-1.769,2.2148
-1.5075,2.5026
-1.3599,1.526
